step,velocity_consensus_error,min_agent_distance,mean_goal_distance,min_obstacle_clearance,connected_components,lambda_2
91,0.46266734618361943,0.11892738084847279,10.114081405818846,-0.6258390399458859,1.0,3.8400323119683977
92,0.4626352879848289,0.11883652534343335,10.05408142355629,-0.6297109762499232,1.0,3.8400323119683977
93,0.46260457369786956,0.11874614417712609,9.994081439882986,-0.6213276826198564,1.0,4.003293011509962
94,0.46257513978645004,0.11865623876083142,9.934081454923748,-0.6016559065176296,1.0,4.144491945519434
95,0.4625469259445008,0.11856681046563022,9.874081468791477,-0.5726081060159909,1.0,4.210961630894815
96,0.4625198749226289,0.11847786062574199,9.81408148158839,-0.5363078877541196,1.0,4.3027810046774455
97,0.46249393236429626,0.11838939054156579,9.754081493407067,-0.5611684667904865,1.0,4.3027810046774455
98,0.462469046651166,0.11830140148246925,9.694081504331447,-0.6211677415873379,1.0,4.3027810046774455
99,0.46244516875708286,0.11821389468932304,9.634081514437662,-0.6811666233005248,1.0,4.331720864308071
100,0.4624222521101951,0.11812687137682432,9.574081523794833,-0.7411647175241468,1.0,4.580113267763721
101,0.46240025246274674,0.11804033273562407,9.514081532465742,-0.8011608334555047,1.0,4.580113267763721
102,0.46237912776809825,0.11795427993425259,9.454081540507465,-0.8611489244635918,1.0,4.806687620355376
103,0.4623588380645616,0.1178687141208862,9.394081547971911,-0.9179597704432784,1.0,4.901696459418414
104,0.46233934536565713,0.11778363642495568,9.334081554906344,-0.85880451524345,1.0,4.9528354357563025
105,0.4623206135564239,0.11769904795861152,9.274081561353809,-0.7988157474682606,1.0,4.9528354357563025
106,0.46230260829543596,0.11761494981806092,9.214081567353539,-0.7388195121481287,1.0,4.9528354357563025
107,0.4622852969222009,0.11753134308478057,9.154081572941326,-0.6788213831377566,1.0,4.991759690619951
108,0.4622686483696282,0.11744822882662377,9.094081578149833,-0.6188224929412562,1.0,5.045107192673051
109,0.46225263308128384,0.11736560809882585,9.034081583008893,-0.5588232215312061,1.0,5.118217963808547
110,0.4622372229331557,0.11728348194491439,8.974081587545776,-0.524845802715868,1.0,5.232533253592507
111,0.46222239115967273,0.11720185139753636,8.914081591785415,-0.5817578374073473,1.0,5.232533253592507
112,0.4622081122837407,0.11712071747921203,8.854081595750635,-0.6373897263714622,1.0,5.232533253592507
113,0.4621943620505621,0.11704008120301237,8.794081599462341,-0.6908073666077063,1.0,5.358631107303095
114,0.46218111736503076,0.11695994357317505,8.734081602939675,-0.7400281839135197,1.0,5.455739968753386
115,0.46216835623249936,0.11688030558565644,8.674081606200206,-0.780535504925337,1.0,5.497010249551662
116,0.4621560577027264,0.11680116822863323,8.614081609260044,-0.8029071314871038,1.0,5.5971926339206775
117,0.4621442018168304,0.11672253248295529,8.554081612133988,-0.7968292159674645,1.0,5.618593643372584
118,0.4621327695570778,0.11664439932254173,8.494081614835633,-0.7656262464673894,1.0,5.671936135808437
119,0.4621217427993497,0.11656676971475585,8.434081617377476,-0.7207730321051196,1.0,5.911072335555366
120,0.46211110426813595,0.11648964462071604,8.374081619771015,-0.6694976399493799,1.0,5.969785334305348
121,0.46210083749391906,0.11641302499559238,8.314081622026835,-0.6150222925256255,1.0,5.969785334305348
122,0.4620909267728111,0.11633691178886227,8.254081624154685,-0.5587918925500763,1.0,6.0299323426322164
123,0.46208135712832404,0.1162613059445349,8.194081626163552,-0.5015132978348897,1.0,6.0299323426322164
124,0.4620721142751515,0.11618620840135502,8.134081628061727,-0.4435644073721107,1.0,6.251905070687004
125,0.4620631845848541,0.11611162009297643,8.074081629856861,-0.38516305128061057,1.0,6.251905070687004
126,0.46205455505334136,0.1160375419481133,8.014081631556023,-0.3264427695105303,1.0,6.271821627016479
127,0.46204621327005435,0.1159639748906757,7.954081633165737,-0.2674896561333999,1.0,6.326668353452769
128,0.4620381473887541,0.11589091983987952,7.894081634692044,-0.20836157141581257,1.0,6.425674056915213
129,0.462030346099828,0.11581837771034771,7.834081636140528,-0.14909877372368463,1.0,6.465288783797259
130,0.46202279860403445,0.1157463494121838,7.77408163751637,-0.12233059277427338,1.0,6.465288783797259
131,0.4620154945876032,0.11567483585104713,7.714081638824357,-0.16146533479913439,1.0,6.9492811094106415
132,0.462008424198622,0.1156038379282017,7.654081640068936,-0.19773061444401963,1.0,7.061639113336874
133,0.4620015780246368,0.11553335654055195,7.594081641254232,-0.23067339392506503,1.0,7.061639113336874
134,0.4619949470714035,0.11546339258068179,7.534081642384069,-0.259796124487931,1.0,7.061639113336874
135,0.4619885227427253,0.11539394693687245,7.474081643462005,-0.2845733460307718,1.0,7.179358630782646
136,0.46198229682132047,0.1153250204931106,7.414081644491348,-0.3044800566529282,1.0,7.221928251681334
137,0.46197626145066445,0.11525661412909732,7.35408164547517,-0.3190320590352054,1.0,7.272704856410318
138,0.46197040911775356,0.1151887287202392,7.294081646416334,-0.3278344546051265,1.0,7.762462380884951
139,0.4619647326367405,0.11512136513763947,7.23408164731751,-0.33062956805590216,1.0,8.004281692152468
140,0.46195922513339926,0.1150545242480823,7.174081648181178,-0.32733239611685894,1.0,8.03348593905767
141,0.4619538800303698,0.11498820691400907,7.114081649009665,-0.3180430373998536,1.0,8.03348593905767
142,0.46194869103314584,0.11492241399349364,7.05408164980513,-0.3030320932159303,1.0,8.077085315247976
143,0.46194365211676136,0.11485714634020291,6.994081650569599,-0.2827037332464005,1.0,8.33292563039489
144,0.46193875751314784,0.11479240480337133,6.934081651304961,-0.2575472930847853,1.0,8.618280311634917
145,0.46193400169911525,0.11472819022775008,6.874081652012987,-0.22808918716493587,1.0,8.618280311634917
146,0.46192937938493406,0.11466450345357626,6.814081652695335,-0.19485347232336003,1.0,8.618280311634917
147,0.461924885503481,0.11460134531651363,6.754081653353556,-0.15833450075615618,1.0,8.629188720724809
148,0.46192051519992205,0.11453871664761844,6.6940816539891115,-0.11898120247614019,1.0,8.629188720724809
149,0.4619162638219026,0.11447661827327434,6.634081654603367,-0.08215468685815774,1.0,8.676980138814553
150,0.46191212691022,0.11441505101515223,6.5740816551976105,-0.11339020066909666,1.0,8.676980138814553
151,0.46190810018995226,0.11435401569014655,6.514081655773049,-0.1412483962084522,1.0,8.890804172596948
152,0.4618895839981226,0.11429351311032444,6.454082258785965,-0.1653551558283054,1.0,9.651051456526801
153,0.46185667680669495,0.1142335440828622,6.394084089585716,-0.18534109557849676,1.0,9.680804652779042
154,0.46181113160055554,0.1141741094099896,6.334087758120347,-0.20086256402656266,1.0,9.74495478579717
155,0.46175549637767327,0.11411520988893364,6.274093859111036,-0.21162603427978566,1.0,9.74495478579717
156,0.4616929501995316,0.11405684631184808,6.214103019709045,-0.2174128003955531,1.0,9.759231735657993
157,0.4616222620118588,0.11399901946576475,6.154116830660617,-0.21809976355646177,1.0,9.767243438954049
158,0.4615482828393437,0.11394173013251531,6.094137095938094,-0.21367204574359777,1.0,9.87363355899452
159,0.4614775996138422,0.11388497908868404,6.03416592124194,-0.20422455940091566,1.0,9.881547248392682
160,0.4614186425766627,0.11382876710553216,5.974205651907701,-0.18995216153933314,1.0,9.949893218750727
161,0.4613823758708256,0.11377309494894004,5.914258573493145,-0.1711306711842273,1.0,9.993713017087186
162,0.46138031566437604,0.11371796337934525,5.854326912481549,-0.14809278113580393,1.0,10.6756096647345
163,0.4614042283316419,0.11366337315167203,5.794413791375621,-0.12120322183430698,1.0,10.706506895764985
164,0.4614477434402589,0.11360932501527483,5.734523217416438,-0.09083663596609215,1.0,10.938779836320826
165,0.46151661715524206,0.1135558197138639,5.6746591396921335,-0.05736014074339579,1.0,10.954079730265438
166,0.4616125099082645,0.11350285798545633,5.614825998797992,-0.021121132536643383,1.0,11.10231034963874
167,0.46173905896627143,0.11345044056229812,5.555028118855223,0.017560108541784025,1.0,11.200710643724683
168,0.4619004645811667,0.11339856817080476,5.495269708922623,0.05839396013457976,1.0,11.266274082425044
169,0.46210221757922665,0.11334724153150313,5.435554864411182,0.09964139771924907,1.0,11.291254754023058
170,0.4623515789461845,0.11329646135896142,5.375887568501089,0.13026220754907103,1.0,11.291254754023058
171,0.4626468525321377,0.11324622836173018,5.316272279142513,0.16334333756005737,1.0,11.577620809138462
172,0.4629977780434911,0.11233625827016155,5.2567133850708245,0.19866654051131716,1.0,11.581050289241395
173,0.4634178566812435,0.11076667970910936,5.197215151645267,0.2044171683905323,1.0,11.581050289241395
174,0.46392305409946444,0.10920069933897454,5.137781754295232,0.18754958324459142,1.0,11.706934950362882
175,0.46452603949325877,0.10763872387846365,5.07841785564209,0.17488818466846728,1.0,11.826472686842115
176,0.4652258215295637,0.10608114973686318,5.019128857560797,0.16664988799347452,1.0,11.826472686842115
177,0.46601817248267247,0.10452836312595733,4.95992041491705,0.16298384544614214,1.0,12.180595933980312
178,0.4669069528138636,0.10298074017383105,4.900798564173325,0.16395857207767922,1.0,12.384545974393706
179,0.467897064545096,0.10143864704045608,4.841769266116293,0.169555716876636,1.0,12.384545974393706
180,0.46898605373125146,0.09990244003498831,4.78283877992341,0.17967175060923363,1.0,12.384545974393706
181,0.4701691647027161,0.09837246573467799,4.724013609491172,0.1941272204107189,1.0,12.384545974393706
182,0.47143836212254714,0.09684906110532643,4.66530058909004,0.21268172455104667,1.0,12.45058764324338
183,0.47278594704890675,0.09533255362320396,4.606706855285849,0.23505189293461487,1.0,12.622420471199309
184,0.47421335641188717,0.09382326139838522,4.5482394246613,0.26092960707002727,1.0,12.622420471199309
185,0.47571667490518954,0.092321493299419,4.489905655517948,0.2899982933752853,1.0,12.888769139362983
186,0.47729705309950254,0.09082754907929576,4.431712871896591,0.321946022133981,1.0,13.048707089676181
187,0.4789519939466846,0.08934171950265722,4.373668631835538,0.3564750052372742,1.0,13.11307878840219
188,0.4806854806198568,0.08786428647420673,4.315780264446258,0.39330771278516574,1.0,13.270563800131315
189,0.48250170438367623,0.08639552316828876,4.258054873062283,0.4321901751312739,1.0,13.318885779619388
190,0.48440493155458686,0.08493569415959695,4.200499338384841,0.4498634909240894,1.0,13.318885779619388
191,0.48639939730462955,0.08348505555500282,4.143120321624186,0.41619482321050205,1.0,13.318885779619388
192,0.4884892188684332,0.08204385512647355,4.085924267635802,0.38494999843960487,1.0,13.318885779619388
193,0.49067186495014253,0.08061233244507696,4.028917744890297,0.35637430282160015,1.0,13.318885779619388
194,0.49294476234004786,0.0791907190160648,3.9721074067252653,0.33072180824837466,1.0,13.798921356665023
195,0.4953107817091985,0.07777923841504292,3.9154996840191436,0.3082486997813368,1.0,14.178656488141614
196,0.49777254252929043,0.07637810642523617,3.859100788472351,0.2892044900970185,1.0,14.283499588250148
197,0.5003217999164681,0.0749875311758672,3.8029171679798908,0.2738213707629484,1.0,14.756300847697021
198,0.5029536086668942,0.07360771328167884,3.746955279498503,0.262302365179172,1.0,14.756300847697021
199,0.5056406903043417,0.07223884598363385,3.691222065510486,0.25480938306607176,1.0,14.756300847697021
200,0.5083703693357543,0.07088111529084323,3.635724752456695,0.2514526026217056,1.0,14.857151035019111
201,0.5111424768262506,0.06953470012376767,3.5804703178551174,0.25228267990946157,1.0,15.247299535689594
202,0.5139574019803196,0.06819977245877658,3.525465494042222,0.25728701134112913,1.0,15.759763732812752
203,0.5168177057141884,0.06687649747412333,3.4707167719029646,0.26639067278934997,1.0,15.759763732812752
204,0.5197495717597462,0.06556503369744626,3.4162304045885463,0.27946187655506544,1.0,15.759763732812752
205,0.5229684383191585,0.06426553315488714,3.3620124112210132,0.2963210516927122,1.0,16.120059675751495
206,0.5263542391963434,0.06297814152194647,3.308068580583839,0.3167521700700902,1.0,16.440089741725256
207,0.52978083404465,0.06170299827622116,3.2544049851697725,0.3405148094631704,1.0,16.440089741725256
208,0.533235594737446,0.060440236852164306,3.201027591684356,0.3673556342196544,1.0,16.769680288906024
209,0.5367160591041135,0.05918998479804261,3.14794213204761,0.39701836095714393,1.0,16.769680288906024
210,0.5402207694210189,0.0579523639352857,3.0951541071946695,0.42925171684104313,1.0,16.962790872741117
211,0.5437485913873166,0.05672749052042949,3.0426687908591195,0.4638152802428116,1.0,17.10868708166605
212,0.5472985474498591,0.05551547540990088,2.990491233338252,0.5004833626619306,1.0,17.460584618209744
213,0.550863022117598,0.05431642422790568,2.938626422203024,0.5390472402036101,1.0,17.68333161722565
214,0.5544200537242212,0.05313043753770641,2.8870796082802883,0.5793160951929665,1.0,17.751629032179185
215,0.5579451200861387,0.051957611016610575,2.835856444731462,0.621101908422104,1.0,18.335300412891005
216,0.5614183195208015,0.050798035635046326,2.7849627051640504,0.6642326021676573,1.0,18.335300412891005
217,0.5648211625011111,0.04965179784009924,2.734404260321256,0.7085516626459621,1.0,18.56691374151989
218,0.5681258083375582,0.048518979743963526,2.684187321832765,0.7425738595983246,1.0,19.313578163015674
219,0.5713307829940535,0.04739965931778291,2.634317854096524,0.7723468738818123,1.0,19.70638251960842
220,0.574381651705488,0.0462939105914193,2.584802705883869,0.804012552895749,1.0,20.27436205813767
221,0.577262005819972,0.045201803859739424,2.5356487843860203,0.8374281532960776,1.0,20.623240513270304
222,0.5799520631686205,0.044123405896071284,2.4868631494176836,0.8724547035300027,1.0,20.92744755744584
223,0.5824515489196251,0.04305878017354631,2.438452573506399,0.9089582522573582,1.0,21.051957139851993
224,0.5847606116630908,0.042007987095098336,2.3904235466202417,0.9468107464642109,1.0,21.051957139851993
225,0.5868797724648278,0.04097108423303986,2.3427822808724543,0.9858905950628226,1.0,22.584391109832463
226,0.5888098805726948,0.03994812657911142,2.295534715202115,1.02608297462465,1.0,23.200432703330385
227,0.5905520747778806,0.03893916680610983,2.248686520029856,1.0672799306619334,1.0,23.492097228623468
228,0.5921077495992202,0.03794425554222032,2.202243101887793,1.109380322244769,1.0,23.79259662425785
229,0.5934785255943367,0.03696344165935195,2.156209608022772,1.1522896510041702,1.0,24.45499110235495
230,0.5946662232130342,0.03599677257685557,2.110590930972119,1.1959198086300615,1.0,25.43844718719119
231,0.5956728397005329,0.03504429458216183,2.0653917131110737,1.2401887703994219,1.0,25.43844718719119
232,0.5965005286345345,0.03410605317002551,2.020616351171151,1.285020256383127,1.0,25.82991351337397
233,0.5971515817436057,0.033182093402196924,1.9762690007286587,1.3303433769190867,1.0,25.82991351337397
234,0.5976284127073289,0.03227246028951961,1.932353580662681,1.3760922747238848,1.0,27.999999999999996
235,0.5979335426829818,0.031377199198623994,1.8888737775818056,1.4222057725942787,1.0,27.999999999999996
236,0.5980695873406624,0.03049635628556245,1.8458330502189502,1.4686270329355642,1.0,27.999999999999996
237,0.5980392452200488,0.029629978958938027,1.8032346337936451,1.5153032332436656,1.0,29.99999999999993
238,0.5978452872483515,0.028778116375220892,1.7610815443411503,1.5621852600593167,1.0,29.99999999999993
239,0.5974905472813214,0.027940819969159036,1.719376583007832,1.6092274227111663,1.0,29.99999999999993
240,0.5969779135480836,0.027118144022363552,1.678122340312232,1.6563871872867035,1.0,29.99999999999993
241,0.5963103208966348,0.026310146273252715,1.637321200371292,1.7036249306450393,1.0,29.99999999999993
242,0.5954907437505423,0.025516888571669623,1.5969753450912276,1.750903713855429,1.0,29.99999999999993
243,0.5945221896990583,0.024738437581543003,1.557086758322569,1.7981890741629734,1.0,29.99999999999993
244,0.5934076936528752,0.023974865534873598,1.517657229978901,1.8454488344106559,1.0,29.99999999999993
245,0.5921503125063253,0.023226251040222055,1.4786883601188843,1.8926529287555471,1.0,29.99999999999993
246,0.5907531202541965,0.02249267994853625,1.440181562991139,1.9397732434838626,1.0,29.99999999999993
247,0.5892192035176841,0.02177424627859685,1.4021380710416322,1.9867834717374038,1.0,29.99999999999993
248,0.5875516574394837,0.02107105320356314,1.3645589388832213,2.033658980999609,1.0,29.99999999999993
249,0.5857535819127534,0.0203832140988796,1.3274450472270545,2.080376692243247,1.0,29.99999999999993
250,0.5838280781127921,0.01971085365011386,1.290797106775586,2.1269149697065886,1.0,29.99999999999993
251,0.581778245303828,0.019054109016958847,1.2546156620770161,2.1732535203353955,1.0,29.99999999999993
252,0.5796071778964179,0.018413131046490283,1.2189010953410921,2.21937330200068,1.0,29.99999999999993
253,0.577317962733654,0.01778808552467609,1.1836536302163359,2.265256439674244,1.0,29.99999999999993
254,0.574913676586733,0.01717915444971727,1.1488733355290688,2.310886148813793,1.0,29.99999999999993
255,0.5723973838424955,0.016586537303920575,1.1145601289851221,2.3562466652758776,1.0,29.99999999999993
256,0.5697721343673695,0.01601045229211575,1.0807137808362208,2.4013231811372626,1.0,29.99999999999993
257,0.5670409615337177,0.015451137503757484,1.0473339175156902,2.44610178586336,1.0,29.99999999999993
258,0.5642068803959976,0.01490885194262473,1.0144200252557085,2.4905694123158395,1.0,29.99999999999993
259,0.5612728860053757,0.014383876352137682,0.981971453726827,2.5347137871406162,1.0,29.99999999999993
260,0.5582419518525197,0.013876513745525128,0.9499874199063503,2.5785233851221503,1.0,29.99999999999993
261,0.5551170284292607,0.013387089528893184,0.9184670148049766,2.6219873871307144,1.0,29.99999999999993
262,0.5519010419006732,0.012915951081669078,0.8877997219524449,2.66509564132612,1.0,29.99999999999993
263,0.5485968928798765,0.012463466634395497,0.8582131214953977,2.707838627314756,1.0,29.99999999999993
264,0.5452074552985484,0.011886634423096622,0.8290619994286239,2.750207422986817,1.0,29.99999999999993
265,0.5417355753667378,0.010486274306956488,0.8003452584443914,2.7921936737877444,1.0,29.99999999999993
266,0.5381840706161084,0.007783423623214616,0.7720619700427525,2.833789564202227,1.0,29.99999999999993
267,0.5345557290212347,0.0073735041451313595,0.7447792797053635,2.874987791251035,1.0,29.99999999999993
268,0.5308533081940018,0.00646574149154339,0.7193813798107639,2.915781539820667,1.0,29.99999999999993
269,0.5270795346465591,0.005184844703885885,0.6943648119037235,2.9561644596634626,1.0,29.99999999999993
270,0.5232371031186287,0.003933191138219206,0.670722219816834,2.9961306439217132,1.0,29.99999999999993
271,0.519328675965293,0.002710684132627449,0.647454812328709,3.0356746090435442,1.0,29.99999999999993
272,0.5153568826016749,0.0015178396004364005,0.6245387299449427,3.0747912759711653,1.0,29.99999999999993
273,0.5113243190011886,0.0003655404155829257,0.6022361956320963,3.113475952493589,1.0,29.99999999999993
274,0.5072335472442769,0.0008001981054037864,0.5826126655587818,3.1517243166662032,1.0,29.99999999999993
275,0.5030870951147772,0.0019064516902551874,0.5637314545036839,3.1895324012088997,1.0,29.99999999999993
276,0.4988874557412414,0.0029890282884874877,0.5456454553321001,3.22689657880278,1.0,29.99999999999993
277,0.4946370872807431,0.004045321472368244,0.5283158115622703,3.263813548212965,1.0,29.99999999999993
278,0.49033841264284495,0.005075203426100828,0.5112330375885998,3.3002803211718,1.0,29.99999999999993
279,0.4859938192515771,0.006078853892573093,0.4943966660252644,3.3362942099627704,1.0,29.99999999999993
