step,mean_goal_distance,active_mean_goal_distance,center_of_mass_goal_distance,velocity_consensus_error,normalized_velocity_mismatch,mean_speed,max_speed,speed_std,min_agent_distance,cohesion_radius,min_obstacle_clearance,collision_count,total_collision_steps,total_collision_count,active_dynamic_risk_count,min_predicted_obstacle_clearance,control_effort,lattice_deviation_energy,average_flocking_error,formation_recovery_step,formation_recovery_time,mean_neighbor_count,connected_components,lambda_2,relative_connectivity
0,14.95104265105274,14.95104265105274,14.668973696801375,0.10859958901361792,0.9963796374266926,0.1086990572282321,0.1713766200052415,0.03161405732819205,0.7545391324746566,4.779418876230765,2.7083384973573406,0.0,0.0,0.0,1.0,2.3560792575936356,86.2731648037691,0.9334554253874752,0.011369455625343921,-1.0,-1.0,7.6,1.0,0.905193610083483,1.0
1,14.9507169280265,14.9507169280265,14.668804176760377,0.17840298619782397,0.9906049613981097,0.1786292576163357,0.27620671498018073,0.05399717674185099,0.7541885237294672,4.777623347701748,2.7112635642257517,0.0,0.0,0.0,1.0,2.3583384973573405,72.75442330581109,0.9308042869498184,0.03042703397966025,-1.0,-1.0,7.6,1.0,0.905193610083483,1.0
2,14.95018606730515,14.95018606730515,14.668490681251003,0.24738092140082008,0.9849863699378957,0.24787796580652327,0.3963981217129684,0.0812888699014648,0.7537595538757326,4.775174888455019,2.7148091606387275,0.0,0.0,0.0,1.0,2.3612635642257516,61.80602828690254,0.9270537080974321,0.057265277485284594,-1.0,-1.0,7.6,1.0,0.905193610083483,1.0
3,14.949453890701179,14.949453890701179,14.668034930353864,0.31230902371722896,0.9807310771697947,0.3132625846132052,0.5134376447796875,0.10786544273122321,0.7532406036273106,4.772080233626774,2.7189330276227417,0.0,0.0,0.0,1.0,2.3648091606387274,52.861338061386256,0.9222933514890034,0.0914047330710113,-1.0,-1.0,7.6,1.0,0.905193610083483,1.0
4,14.948524092478891,14.948524092478891,14.667438621996679,0.37262070861166396,0.9772348404796186,0.3742361002042825,0.6201407691058197,0.13333063305111081,0.7526230884819191,4.768346536574108,2.7235955757082886,0.0,0.0,0.0,1.0,2.3689330276227416,45.4934372948334,0.916609057742966,0.1325073250999227,-1.0,-1.0,7.6,1.0,0.905193610083483,1.0
5,14.947400247672196,14.947400247672196,14.666703432313353,0.42850570068665067,0.974154703742967,0.43095502866208396,0.7174573252901437,0.1575278948410196,0.7519009167006739,4.763981301466281,2.7287595706459715,0.0,0.0,0.0,1.0,2.3735955757082885,39.37780577753601,0.9100826057634402,0.1800266007279318,-1.0,-1.0,7.6,1.0,0.905193610083483,1.0
6,14.946085819825282,14.946085819825282,14.66583101599454,0.48028137463081777,0.9713113010277972,0.4837203182459686,0.8062277040800672,0.18042699718429087,0.7510700387988948,4.75899232992594,2.7343898649010954,0.0,0.0,0.0,1.0,2.3787595706459714,34.26561471846727,0.9330501720838728,0.233510403080973,-1.0,-1.0,7.7,1.0,0.9055855417101022,1.0
7,14.944584168174945,14.944584168174945,14.66482300662996,0.5282758132936131,0.9686050861393842,0.5328721753260763,0.8871979568965369,0.2019926867174781,0.7501280745073509,4.7533876796265355,2.7404531675764496,0.0,0.0,0.0,1.0,2.3843898649010953,29.96451530413549,0.9245331973162312,0.2925467688866309,-1.0,-1.0,7.7,1.0,0.9055855417101022,1.0
8,14.942898554270986,14.942898554270986,14.66368101704283,0.5728022055017734,0.9659772382387176,0.579018747856367,0.9610334351102633,0.22147647032935563,0.7490741219430731,4.747175633055729,2.746917846787136,0.0,0.0,0.0,1.0,2.3904531675764495,26.327183513353948,0.9153527347261785,0.35679410337406725,-1.0,-1.0,7.7,1.0,0.9055855417101022,1.0
9,14.94103214814432,14.94103214814432,14.662406639616622,0.6141516243297742,0.9633909360146071,0.6227849195824767,1.0283303902932759,0.2380446713605973,0.7479085614072378,4.740364674907791,2.753753759635246,0.0,0.0,0.0,1.0,2.3969178467871357,23.236823369998966,0.905578396371889,0.4260026511305835,-1.0,-1.0,7.7,1.0,0.9055855417101022,1.0
10,14.938988034071764,14.938988034071764,14.661001446614462,0.6525914226662666,0.9608218570324691,0.6638706940612931,1.0896255728025461,0.2531902173500057,0.7466328205543132,4.732963476778189,2.760932105848284,0.0,0.0,0.0,1.0,2.403753759635246,20.599357794733542,0.9248878597298915,0.4997957546272863,-1.0,-1.0,7.8,1.0,0.9100022308689533,1.0
11,14.936769215674953,14.936769215674953,14.659466990491408,0.6883671887780787,0.9582532940365337,0.702386273838864,1.1454041318003445,0.2672607969747527,0.7452491786533465,4.724980888009308,2.7684253018787945,0.0,0.0,0.0,1.0,2.4109321058482838,18.34013113833711,0.8832467144650711,0.5780468360898195,-1.0,-1.0,7.7,1.0,0.8052130562777923,1.0
12,14.934378620372385,14.934378620372385,14.65780480419977,0.7217050443457735,0.9556735097864905,0.7385046963280116,1.1961061989138273,0.28038331994538807,0.7437606171326926,4.7164259311748555,2.7762068728486398,0.0,0.0,0.0,1.0,2.4184253018787945,16.399803806999177,0.871209271380191,0.6606994873834159,-1.0,-1.0,7.7,1.0,0.8052130562777923,1.0
