step,mean_goal_distance,active_mean_goal_distance,center_of_mass_goal_distance,velocity_consensus_error,normalized_velocity_mismatch,mean_speed,max_speed,speed_std,min_agent_distance,cohesion_radius,min_obstacle_clearance,collision_count,total_collision_steps,total_collision_count,active_dynamic_risk_count,min_predicted_obstacle_clearance,control_effort,lattice_deviation_energy,average_flocking_error,formation_recovery_step,formation_recovery_time,mean_neighbor_count,connected_components,lambda_2,relative_connectivity
45,14.774701647890273,14.774701647890273,14.539708841711532,1.163130527604047,0.8538043408892945,1.268103083840788,2.0765435357416258,0.4531480254125457,0.5505417443756901,4.183442324295683,4.620520840221903,0.0,0.0,0.0,6.0,1.4342449129194335,3.615288467782031,0.7886730181845558,3.582400614195312,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
46,14.767844106511129,14.767844106511129,14.534474717601581,1.168472460832573,0.8508356127638764,1.2764532151533448,2.098180841475147,0.45551795833507613,0.5463550969804788,4.161936754451583,4.625345191656635,0.0,0.0,0.0,6.0,1.4019977569400313,3.5280444335251544,0.7698892114788336,3.7275703571233505,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
47,14.760888691259485,14.760888691259485,14.529156131641102,1.173624832308525,0.8479100904998578,1.284610542069439,2.1194450953457267,0.4581212787743145,0.5423262982981224,4.1402171013282905,4.629919598043886,0.0,0.0,0.0,6.0,1.3701569446229338,3.4414904555408903,0.7514347503319045,3.873470007949183,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
48,14.753836955843065,14.753836955843065,14.523754081660321,1.1785855750922987,0.8450268002797775,1.292581566226056,2.140350342326752,0.46093578777653055,0.5384524596890117,4.118287601909879,4.634243803298469,0.0,0.0,0.0,6.0,1.338797019194478,3.3555542423119213,0.7333104770801802,4.020104268958465,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
49,14.746690443726227,14.746690443726227,14.518269553394019,1.1833497555445103,0.8421838119190763,1.3003697345416878,2.160900079968832,0.46393569686347835,0.534730505294727,4.096152472169757,4.638317821783452,0.0,0.0,0.0,6.0,1.308004982256607,3.270173741277376,0.715517114470174,4.167797639351929,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
50,14.73945069150549,14.73945069150549,14.512703520631879,1.187909913616282,0.8393783053939455,1.3079758496422738,2.1810873994231295,0.46709207303780076,0.5311572001839253,4.073816010897925,4.642141900878558,0.0,0.0,0.0,6.0,1.277877302787223,3.1852961904259627,0.698055337565078,4.316164819081313,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
51,14.732119231902837,14.732119231902837,14.507056945367088,1.1922563806936988,0.8366066349886877,1.3153984354328463,2.2008952658795833,0.4703732372796487,0.5277291768649379,4.0512827007874295,4.645716488801588,0.0,0.0,0.0,7.0,1.248517069889445,3.1008914908508887,0.6809258279747772,4.465177735956519,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
52,14.724697596369229,14.724697596369229,14.501330777943242,1.1963775861534833,0.833864393676374,1.3226340682402362,2.220296933799224,0.47374514564515197,0.52444296056489,4.028557305444792,4.649042207205996,0.0,0.0,0.0,7.0,1.22003132866354,3.0169653482956247,0.664129312557328,4.614807349037399,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
53,14.717187317265973,14.717187317265973,14.495525957199614,1.200260441856706,0.8311465026432274,1.3296777708521166,2.239256492326332,0.4771718099726088,0.5212949970262079,4.005644961034382,4.652119828052587,0.0,0.0,0.0,7.0,1.192528658060965,2.933554296279521,0.6476665851298475,4.765023392597535,-1.0,-1.0,9.4,1.0,1.0460639288082432,1.0
54,14.709589929631107,14.709589929631107,14.48964341061476,1.2038906439395323,0.8284472836145322,1.3365233057035857,2.257729538536613,0.48061568981667235,0.5182816743786207,3.9825512612822824,4.6549502543364465,0.0,0.0,0.0,7.0,1.1661170207530147,2.850761024012325,0.6589496069440256,4.915794157694875,-1.0,-1.0,9.5,1.0,1.1924387212117875,1.0
