step,mean_goal_distance,center_of_mass_goal_distance,velocity_consensus_error,min_agent_distance,lattice_deviation_energy,mean_neighbor_count,connected_components,lambda_2
224,13.79874914736107,13.783117901221313,0.30768041219224884,0.19958429523019475,0.24992447640707294,19.0,1.0,19.99999999999997
225,13.790858284306031,13.775382596061286,0.3023064624863367,0.1983576057908421,0.248801797233186,19.0,1.0,19.99999999999997
226,13.782964622459811,13.767640488789299,0.2970413616158245,0.19714638822793262,0.2477379611598651,19.0,1.0,19.99999999999997
227,13.775068149155576,13.759891660304902,0.29188435354462733,0.19595046796065357,0.24673010028046882,19.0,1.0,19.99999999999997
228,13.767168852330396,13.752136190564503,0.28683461710273156,0.19476966692572623,0.24577546134827846,19.0,1.0,19.99999999999997
229,13.759266720550869,13.744374158592091,0.28189124444533886,0.19360380433775484,0.24487140294991158,19.0,1.0,19.99999999999997
230,13.751361743033124,13.73660564248981,0.2770532488426797,0.19245269737830023,0.24401539261676644,19.0,1.0,19.99999999999997
231,13.74345390965453,13.728830719448428,0.27231957609436713,0.1913161618203527,0.24320500387416857,19.0,1.0,19.99999999999997
232,13.735543210966208,13.721049465757693,0.26768909764208276,0.190194012593838,0.2424379132916524,19.0,1.0,19.99999999999997
233,13.727629638205467,13.713261956816561,0.26316060683220055,0.189086064297003,0.2417118975315546,19.0,1.0,19.99999999999997
234,13.719713183307448,13.705468267143333,0.258732818229857,0.1879921316578024,0.24102483039670128,19.0,1.0,19.99999999999997
235,13.711793838915574,13.697668470385661,0.25440437017408535,0.18691202994893286,0.2403746798801701,19.0,1.0,19.99999999999997
236,13.703871598390629,13.689862639330457,0.25017383087620154,0.1858455753598933,0.23975950522143613,19.0,1.0,19.99999999999997
237,13.695946455820584,13.68205084591367,0.2460397034302836,0.18479258532919196,0.2391774539849277,19.0,1.0,19.99999999999997
238,13.68801840602725,13.674233161230003,0.24200044353999478,0.18375287883951838,0.2386267591449317,19.0,1.0,19.99999999999997
239,13.680087444570054,13.666409655542465,0.2380544811960017,0.18272627667866861,0.23810573618741648,19.0,1.0,19.99999999999997
240,13.672153567760049,13.658580398291862,0.23420022423222422,0.18171260166933265,0.23761278029755964,19.0,1.0,19.99999999999997
241,13.664216772657761,13.650745458106174,0.23043611261455146,0.18071167887408127,0.23714636349211776,19.0,1.0,19.99999999999997
242,13.656277057066626,13.64290490280981,0.22676065561930078,0.17972333577100857,0.23670503178206043,19.0,1.0,19.99999999999997
243,13.648334419527696,13.635058799432787,0.22317246404335728,0.17874740240200168,0.23628740240346238,19.0,1.0,19.99999999999997
244,13.640388859314069,13.627207214219798,0.2196702910207069,0.1777837114971385,0.23589216109453065,19.0,1.0,19.99999999999997
245,13.632440376425787,13.619350212639182,0.21625307370364483,0.17683209857781212,0.235518059425318,19.0,1.0,19.99999999999997
246,13.624488971584103,13.611487859391794,0.2129199758488709,0.175892402040679,0.23516391218430566,19.0,1.0,19.99999999999997
247,13.616534646221137,13.603620218419783,0.20967042886538265,0.1749644632336868,0.2348285948195336,19.0,1.0,19.99999999999997
248,13.608577402474179,13.595747352915271,0.20650412411512226,0.17404812726444532,0.2345110409517742,19.0,1.0,19.99999999999997
249,13.600617243177439,13.587869325328942,0.20342096712736915,0.17314324320778185,0.23421023995306747,19.0,1.0,19.99999999999997
250,13.592654171849214,13.579986197378522,0.20042094982466224,0.1722496637433747,0.23392523457095166,19.0,1.0,19.99999999999997
251,13.584688192677183,13.572098030057193,0.19750390878036467,0.1713672449277416,0.23365511859814087,19.0,1.0,19.99999999999997
252,13.576719310504277,13.564204883641894,0.19466919169885902,0.17049584604293358,0.233399034617094,19.0,1.0,19.99999999999997
253,13.568747530814681,13.556306817701534,0.19191532673086165,0.1696353294885269,0.23315617181560774,19.0,1.0,19.99999999999997
254,13.560772859719751,13.548403891105126,0.18923983222857138,0.16878556069718678,0.23292576387124792,19.0,1.0,19.99999999999997
255,13.552795303943705,13.540496162029825,0.18663927122311855,0.16794640806220132,0.23270708690335445,19.0,1.0,19.99999999999997
256,13.544814870809017,13.532583687968875,0.18410953716170117,0.16711774287025805,0.23249945749182158,19.0,1.0,19.99999999999997
257,13.536831568221526,13.524666525739473,0.18164624576780106,0.1662994392356156,0.23230223076212866,19.0,1.0,19.99999999999997
258,13.52884540465526,13.516744731490558,0.1792450888735425,0.16549137403353723,0.23211479853625214,19.0,1.0,19.99999999999997
259,13.520856389137185,13.50881836071048,0.17690206892691812,0.16469342683189767,0.23193658754899374,19.0,1.0,19.99999999999997
260,13.512864531231537,13.500887468234637,0.17461360903252615,0.16390547982044984,0.23176705772769712,19.0,1.0,19.99999999999997
261,13.504869841023805,13.492952108252986,0.17237657133686968,0.1631274177376225,0.23160570053534,19.0,1.0,19.99999999999997
262,13.496872329104619,13.485012334317478,0.17018822403021586,0.16235912779495038,0.23145203737669884,19.0,1.0,19.99999999999997
263,13.48887200655356,13.47706819934944,0.16804618748452857,0.16160049959931275,0.2313056180664902,19.0,1.0,19.99999999999997
264,13.48086888492289,13.469119755646835,0.16594837713782593,0.1608514250732818,0.2311660193583479,19.0,1.0,19.99999999999997
265,13.472862976221673,13.461167054891474,0.16389295046742758,0.16011179837386189,0.23103284353495382,19.0,1.0,19.99999999999997
266,13.464854292901578,13.45321014815614,0.16187825916422888,0.15938151581004503,0.230905717061274,19.0,1.0,19.99999999999997
267,13.456842847839814,13.44524908591162,0.1599028204904398,0.15866047575984119,0.23078428928304337,19.0,1.0,19.99999999999997
268,13.448828654322108,13.437283918033676,0.157965288844024,0.1579485785863082,0.2306682311823388,19.0,1.0,19.99999999999997
269,13.440811726026087,13.429314693809937,0.1560644325093034,0.1572457265530104,0.2305572341896297,19.0,1.0,19.99999999999997
270,13.432792077004965,13.421341461946705,0.15419911558308783,0.15655182373939458,0.2304510090498462,19.0,1.0,19.99999999999997
271,13.424769721671527,13.413364270575698,0.15236828389739215,0.15586677595642973,0.23034928474039573,19.0,1.0,19.99999999999997
272,13.416744674782347,13.405383167260705,0.15057095401172294,0.15519049066284368,0.23025180743927892,19.0,1.0,19.99999999999997
273,13.408716951422246,13.397398199004186,0.148806204561427,0.1545228768822128,0.23015833954157847,19.0,1.0,19.99999999999997
274,13.400686566988991,13.389409412253782,0.14707316941816836,0.15386384512117598,0.23006865872266644,19.0,1.0,19.99999999999997
275,13.392653537178244,13.381416852908751,0.1453710322483746,0.1532133072889858,0.22998255704651616,19.0,1.0,19.99999999999997
276,13.38461787796876,13.373420566326358,0.14369902215238742,0.15257117661862304,0.22989984011753356,19.0,1.0,19.99999999999997
277,13.376579605607844,13.365420597328153,0.14205641013786732,0.1519373675896626,0.229820326274343,19.0,1.0,19.99999999999997
278,13.368538736597083,13.357416990206229,0.1404425062314723,0.1513117958530759,0.2297438458239843,19.0,1.0,19.99999999999997
279,13.360495287678352,13.349409788729359,0.1388566572258632,0.15069437815074282,0.22967024031399,19.0,1.0,19.99999999999997
280,13.352449275820117,13.341399036149102,0.13729824742131747,0.15008503213594324,0.229599361827599,19.0,1.0,19.99999999999997
281,13.344400718204094,13.333384775205833,0.13576669636839564,0.14948367631452708,0.22953107231774697,19.0,1.0,19.99999999999997
282,13.336349632212142,13.32536704813468,0.1342614543818192,0.1488902300422931,0.22946524298889112,19.0,1.0,19.99999999999997
283,13.32829603541343,13.317345896671435,0.1327819990542627,0.1483046134833863,0.22940175372043375,19.0,1.0,19.99999999999997
284,13.320239945551927,13.309321362058371,0.1313278336893903,0.14772674755644155,0.22934049251963776,19.0,1.0,19.99999999999997
285,13.31218138053418,13.301293485050003,0.1298984855508142,0.1471565538812855,0.22928135500200575,19.0,1.0,19.99999999999997
286,13.30412035841746,13.293262305918779,0.12849350343737595,0.1465939547271629,0.22922424389888807,19.0,1.0,19.99999999999997
287,13.296056897398197,13.285227864460722,0.12711245456797124,0.1460388729630626,0.22916906859168856,19.0,1.0,19.99999999999997
288,13.287991015800742,13.277190200000975,0.1257549208009605,0.14549123201045755,0.2291157446719138,19.0,1.0,19.99999999999997
289,13.279922732066428,13.269149351399333,0.12442049406897411,0.14495095579865933,0.22906419352604096,19.0,1.0,19.99999999999997
290,13.27185206474295,13.261105357055671,0.12310877112760601,0.14441796872287904,0.2290143419441595,19.0,1.0,19.99999999999997
291,13.263779032474048,13.253058254915326,0.12181934778843681,0.14389219560504526,0.22896612175132994,19.0,1.0,19.99999999999997
292,13.255703653989528,13.245008082474417,0.12055181293825094,0.14337356165740467,0.22891946946060326,19.0,1.0,19.99999999999997
293,13.24762594809556,13.236954876785116,0.11930574278012854,0.14286199244887576,0.2288743259466661,19.0,1.0,19.99999999999997
294,13.239545933665307,13.228898674460831,0.1180806958334744,0.14235741387414075,0.22883063613910046,19.0,1.0,19.99999999999997
295,13.231463629629852,13.220839511681364,0.11687620926060927,0.14185975212543733,0.22878834873427936,19.0,1.0,19.99999999999997
296,13.223379054969403,13.21277742419799,0.11569179701705093,0.14136893366698935,0.2287474159249521,19.0,1.0,19.99999999999997
297,13.21529222870483,13.204712447338473,0.11452695035973967,0.14088488521203002,0.22870779314546275,19.0,1.0,19.99999999999997
298,13.207203169889459,13.196644616012053,0.11338114270455317,0.14040753370234516,0.22866943882038698,19.0,1.0,19.99999999999997
299,13.199111897601156,13.188573964714347,0.11225383117801217,0.13993680629025676,0.22863231414376703,19.0,1.0,19.99999999999997
300,13.191018430934722,13.180500527532207,0.11114446226423316,0.13947263031581297,0.2285963828744637,19.0,1.0,19.99999999999997
301,13.182922788994503,13.172424338148515,0.11005248017724054,0.13901493326570755,0.22856161113772835,19.0,1.0,19.99999999999997
302,13.174824990887325,13.16434542984695,0.10897733172668818,0.13856364277723193,0.2285279672476971,19.0,1.0,19.99999999999997
303,13.166725055715656,13.156263835516652,0.1079184728983621,0.13811868664236768,0.22849542154103794,19.0,1.0,19.99999999999997
304,13.158623002571057,13.148179587656884,0.10687537468183697,0.13767999280856164,0.22846394622050034,19.0,1.0,19.99999999999997
305,13.150518850527831,13.14009271838161,0.10584752760661661,0.1372474893782696,0.22843351520830318,19.0,1.0,19.99999999999997
306,13.142412618637028,13.13200325942402,0.10483444495826763,0.1364141880830549,0.2284041040090957,19.0,1.0,19.99999999999997
307,13.134304325920567,13.123911242141022,0.10383566476391995,0.13543369138952338,0.2283756895821142,19.0,1.0,19.99999999999997
308,13.126193991365685,13.115816697517669,0.10285075071442076,0.1344672755629425,0.2283482502221061,19.0,1.0,19.99999999999997
309,13.118081633919587,13.107719656171541,0.10187929222772638,0.13351473922592352,0.22832176544856342,19.0,1.0,19.99999999999997
310,13.10996727248433,13.09962014835706,0.10092090390355794,0.1325758843529723,0.22829621590217278,19.0,1.0,19.99999999999997
311,13.101850925911952,13.091518203969787,0.09997522446498322,0.13165051620643417,0.22827158324884972,19.0,1.0,19.99999999999997
312,13.09373261299977,13.083413852550647,0.0990419153644606,0.13073844327278372,0.22824785009160692,19.0,1.0,19.99999999999997
313,13.085612352485862,13.075307123290099,0.09812065929267211,0.12983947719934305,0.22822499988880907,19.0,1.0,19.99999999999997
314,13.077490163044791,13.067198045032281,0.09721115861630154,0.12895343273150556,0.22820301687847883,19.0,1.0,19.99999999999997
315,13.069366063283576,13.059086646279098,0.09631313369162119,0.12808012766681157,0.22818188600791214,19.0,1.0,19.99999999999997
316,13.06124007173786,13.05097295519425,0.09542632129369671,0.12721938281390618,0.22816159286836618,19.0,1.0,19.99999999999997
317,13.053112206868187,13.042856999607226,0.09455047346541269,0.12637102191619534,0.22814212363564976,19.0,1.0,19.99999999999997
318,13.044982487056469,13.03473880701726,0.093685356300686,0.12553487158178173,0.22812346501477604,19.0,1.0,19.99999999999997
319,13.036850930602606,13.02661840459721,0.09283074852418265,0.12471076121801253,0.22810560418978815,19.0,1.0,19.99999999999997
320,13.028717555721261,13.01849581919744,0.09198644033634366,0.12389852296916909,0.22808852877780997,19.0,1.0,19.99999999999997
321,13.020582380538801,13.010371077349616,0.09115223242062884,0.12309799165646221,0.22807222678681308,19.0,1.0,19.99999999999997
322,13.012445423090435,13.002244205270468,0.09032793504142823,0.12230900471982639,0.22805668657689548,19.0,1.0,19.99999999999997
323,13.00430670131746,12.99411522886552,0.08951336722863765,0.12153140216122289,0.2280418968248594,19.0,1.0,19.99999999999997
324,12.996166233064688,12.985984173732765,0.08870835604293878,0.12076502648926984,0.22802784649187732,19.0,1.0,19.99999999999997
325,12.988024036078011,12.977851065166313,0.08791273591495691,0.12000972266511978,0.2280145247940429,19.0,1.0,19.99999999999997
326,12.9798801280021,12.96971592815997,0.08712634805127677,0.1192653380495183,0.2280019211756067,19.0,1.0,19.99999999999997
327,12.971734526378237,12.961578787410803,0.08634903990048738,0.11853172235101575,0.22799002528471202,19.0,1.0,19.99999999999997
328,12.963587248642302,12.953439667322643,0.08558066467284273,0.11780872757531696,0.22797882695145233,19.0,1.0,19.99999999999997
329,12.955438312122828,12.945298592009566,0.08482108090764609,0.11709620797575443,0.22796831616808108,19.0,1.0,19.99999999999997
330,12.947287734039264,12.937155585299317,0.08407015208302467,0.11639402000488833,0.22795848307121777,19.0,1.0,19.99999999999997
331,12.939135531500261,12.929010670736695,0.0833277462657445,0.11570202226655116,0.22794931792588485,19.0,1.0,19.99999999999997
332,12.930981721502175,12.920863871586919,0.08259373581660524,0.11502007546237882,0.22794081111110304,19.0,1.0,19.99999999999997
333,12.92282632092763,12.912715210838927,0.08186799707159612,0.11434804234774652,0.22793295310724546,19.0,1.0,19.99999999999997
334,12.914669346544127,12.90456471120866,0.08115041007204275,0.11368578769052393,0.22792573448488493,19.0,1.0,19.99999999999997
335,12.906510815002814,12.896412395142287,0.08044085832828991,0.1130331782298395,0.22791914589495754,19.0,1.0,19.99999999999997
336,12.898350742837318,12.888258284819408,0.07973922860272628,0.11239008263528202,0.22791317806014297,19.0,1.0,19.99999999999997
337,12.890189146462692,12.880102402156218,0.07904541071055377,0.11175637146679336,0.22790782176736496,19.0,1.0,19.99999999999997
338,12.882026042174441,12.87194476880862,0.0783592973367163,0.11113191713539235,0.2279030678613237,19.0,1.0,19.99999999999997
339,12.87386144614766,12.86378540617533,0.07768078386749157,0.11051659386481132,0.22789890723897235,19.0,1.0,19.99999999999997
340,12.865695374436209,12.8556243354009,0.07700976823537356,0.10991027765409,0.22789533084485789,19.0,1.0,19.99999999999997
341,12.857527842972015,12.847461577378768,0.07634615077600686,0.10931284624113473,0.22789232966725045,19.0,1.0,19.99999999999997
342,12.849358867564437,12.839297152754206,0.07568983409606574,0.10872417906725111,0.2278898947349906,19.0,1.0,19.99999999999997
343,12.841188463899684,12.831131081927284,0.07504072295109662,0.10814415724265078,0.22788801711498813,19.0,1.0,19.99999999999997
344,12.833016647540322,12.822963385055777,0.0743987241324542,0.10757266351291558,0.22788668791031166,19.0,1.0,19.99999999999997
345,12.824843433924864,12.81479408205804,0.07376374636256469,0.10700958222640079,0.22788589825881078,19.0,1.0,19.99999999999997
346,12.816668838367395,12.806623192615849,0.07313570019783955,0.10645479930257881,0.22788563933221825,19.0,1.0,19.99999999999997
347,12.808492876057262,12.798450736177212,0.07251449793864391,0.10590820220128613,0.22788590233568284,19.0,1.0,19.99999999999997
348,12.80031556205886,12.790276731959153,0.0719000535457923,0.1053696798928725,0.22788667850768657,19.0,1.0,19.99999999999997
349,12.792136911311433,12.782101198950441,0.07129228256310628,0.10483912282922223,0.22788795912030352,19.0,1.0,19.99999999999997
350,12.783956938628949,12.773924155914315,0.0706911020456227,0.10431642291563109,0.22788973547976293,19.0,1.0,19.99999999999997
351,12.77577565870003,12.765745621391158,0.07009643049308627,0.10380147348352652,0.22789199892727713,19.0,1.0,19.99999999999997
352,12.767593086087928,12.75756561370115,0.06950818778839891,0.10329416926400134,0.22789474084010283,19.0,1.0,19.99999999999997
353,12.759409235230542,12.749384150946877,0.06892629514073513,0.10279440636214973,0.22789795263280477,19.0,1.0,19.99999999999997
354,12.7512241204405,12.741201251015928,0.06835067503305953,0.10230208223217362,0.22790162575869197,19.0,1.0,19.99999999999997
355,12.743037755905274,12.73301693158345,0.06778125121841021,0.10181709565326025,0.22790575171121824,19.0,1.0,19.99999999999997
356,12.734850155687326,12.724831210114658,0.06721794911448378,0.1013393467061843,0.22791032202368933,19.0,1.0,19.99999999999997
357,12.726661333724326,12.716644103867361,0.06666069519134796,0.10086873675062469,0.2279153282714383,19.0,1.0,19.99999999999997
358,12.718471303829357,12.708455629894404,0.066109416858536,0.10040516840317186,0.22792076207474576,19.0,1.0,19.99999999999997
359,12.710280079691193,12.70026580504611,0.0655640424465965,0.0999485455160113,0.2279266151011449,19.0,1.0,19.99999999999997
360,12.702087674874631,12.692074645972712,0.0650245012244103,0.09949877315626972,0.22793287906756288,19.0,1.0,19.99999999999997
361,12.693894102820838,12.683882169126699,0.06449072341411838,0.09905575758601275,0.22793954574244474,19.0,1.0,19.99999999999997
362,12.685699376847705,12.675688390765197,0.06396264019168833,0.09861940624286103,0.22794660694786145,19.0,1.0,19.99999999999997
363,12.677503510150277,12.667493326952282,0.06344018367999849,0.09818962772120943,0.2279540545616022,19.0,1.0,19.99999999999997
364,12.669306515801164,12.65929699356128,0.0629232869384603,0.09776633175403357,0.22796188051924648,19.0,1.0,19.99999999999997
365,12.661108406751008,12.65109940627704,0.062411883960163596,0.09734942919525559,0.22797007681623516,19.0,1.0,19.99999999999997
366,12.652909195828926,12.642900580598175,0.06190590971590885,0.09693883200265764,0.22797863551008915,19.0,1.0,19.99999999999997
367,12.644708895743019,12.634700531839284,0.06140530005510205,0.09653445322132129,0.2279875487222977,19.0,1.0,19.99999999999997
368,12.63650751908095,12.626499275133137,0.06090999169053647,0.09613620696757404,0.22799680864013916,19.0,1.0,19.99999999999997
369,12.628305078310468,12.618296825432848,0.060419922203672614,0.09574400841342641,0.22800640751849108,19.0,1.0,19.99999999999997
370,12.620101585780015,12.610093197514015,0.059935030046158425,0.09535777377148445,0.22801633768160492,19.0,1.0,19.99999999999997
371,12.6118970537193,12.60188840597682,0.05945525454674235,0.09497742028031429,0.22802659152475993,19.0,1.0,19.99999999999997
372,12.603691494239929,12.593682465248149,0.05898053612023759,0.09460286619024486,0.2280371615153933,19.0,1.0,19.99999999999997
373,12.595484919336032,12.585475389583618,0.058510816999342484,0.09423403074959581,0.22804804019242197,19.0,1.0,19.99999999999997
374,12.587277340884903,12.577267193069652,0.05804603994185655,0.09387083419128722,0.228059220168681,19.0,1.0,19.99999999999997
375,12.579068770647671,12.569057889625478,0.05758614823048804,0.09351319771984228,0.22807069413327405,19.0,1.0,19.99999999999997
376,12.570859220269952,12.560847493005125,0.05713108581035555,0.09316104349876117,0.22808245485349538,19.0,1.0,19.99999999999997
377,12.562648701282555,12.552636016799388,0.05668079737166948,0.09281429463826998,0.22809449517645705,19.0,1.0,19.99999999999997
378,12.554437225102184,12.544423474437796,0.056235228399939954,0.09247287518340819,0.22810680803050504,19.0,1.0,19.99999999999997
379,12.546224803032139,12.53620987919049,0.055794325206956666,0.09213671010245883,0.228119386426474,19.0,1.0,19.99999999999997
380,12.538011446263049,12.527995244170185,0.05535803495036984,0.09180572527569682,0.2281322234588091,19.0,1.0,19.99999999999997
381,12.529797165873646,12.51977958233399,0.05492630599578767,0.09147984748444492,0.2281453123057185,19.0,1.0,19.99999999999997
382,12.521581972831651,12.511562906485295,0.054499088640132906,0.09115900440041359,0.22815864622749163,19.0,1.0,19.99999999999997
383,12.513365877994444,12.503345229275602,0.054076333582790036,0.0908431245753078,0.2281722185685273,19.0,1.0,19.99999999999997
384,12.505148892109819,12.495126563206329,0.053657992017731915,0.09053213743069213,0.22818602275905053,19.0,1.0,19.99999999999997
385,12.49693102581672,12.486906920630604,0.0532440159449268,0.09022597324811686,0.2282000523158171,19.0,1.0,19.99999999999997
386,12.488712289646092,12.478686313755041,0.052834358569588125,0.0899245631594865,0.22821430084143052,19.0,1.0,19.99999999999997
387,12.48049269402161,12.470464754641478,0.052428973679737756,0.08962783913767075,0.22822876202578096,19.0,1.0,19.99999999999997
388,12.472272249260445,12.462242255208707,0.05202781572208165,0.0893357339873261,0.2282434296471773,19.0,1.0,19.99999999999997
389,12.464050965574035,12.454018827234192,0.05163083989057626,0.08904818133592823,0.2282582975731072,19.0,1.0,19.99999999999997
390,12.455828853068867,12.445794482355737,0.05123800217802493,0.08876511562500812,0.22827335976074356,19.0,1.0,19.99999999999997
391,12.447605921747277,12.43756923207317,0.05084925940522663,0.08848647210157759,0.2282886102572685,19.0,1.0,19.99999999999997
392,12.439382181508256,12.429343087749986,0.050464569236245614,0.08821218680973815,0.22830404320005931,19.0,1.0,19.99999999999997
393,12.431157642148253,12.421116060614965,0.05008389018482682,0.08794219658245472,0.22831965281676295,19.0,1.0,19.99999999999997
394,12.422932313361986,12.4128881617638,0.04970718161487905,0.08767643903350161,0.22833543342527737,19.0,1.0,19.99999999999997
395,12.41470620474327,12.40465940216066,0.04933440373669324,0.08741485254955661,0.22835137943365147,19.0,1.0,19.99999999999997
396,12.406479325785808,12.396429792639795,0.04896551759981396,0.08715737628243522,0.2283674853399097,19.0,1.0,19.99999999999997
397,12.398251685884047,12.388199343907049,0.048600485083038894,0.0869039501414704,0.22838374573180928,19.0,1.0,19.99999999999997
398,12.390023294333965,12.37996806654142,0.04823926888175293,0.08665451478601764,0.22840015528653204,19.0,1.0,19.99999999999997
399,12.381794160333909,12.371735970996578,0.047881832492643606,0.08640901161808034,0.22841670877031675,19.0,1.0,19.99999999999997
400,12.37356429298542,12.36350306760234,0.04752814021212172,0.08616738277505137,0.22843340103796245,19.0,1.0,19.99999999999997
401,12.365333701294057,12.35526936656617,0.04717815722301141,0.08592957112256473,0.22845022703181847,19.0,1.0,19.99999999999997
402,12.357102394170223,12.34703487797463,0.04683184941507297,0.08569552024744002,0.22846718178138295,19.0,1.0,19.99999999999997
403,12.348870380429979,12.33879961179483,0.0464891833426071,0.08546517445073006,0.22848426040292558,19.0,1.0,19.99999999999997
404,12.340637668795862,12.330563577875852,0.04615012621430584,0.08523847874085484,0.228501458098982,19.0,1.0,19.99999999999997
405,12.332404267897717,12.322326785950168,0.04581464587189231,0.0850153788268193,0.22851877015775332,19.0,1.0,19.99999999999997
406,12.324170186273495,12.314089245635024,0.04548271076074543,0.08479582111151773,0.22853619195243288,19.0,1.0,19.99999999999997
407,12.315935432370079,12.305850966433825,0.04515428989442443,0.08457975268511285,0.22855371894047335,19.0,1.0,19.99999999999997
408,12.30770001454411,12.29761195773749,0.044829352840039846,0.08436712131848613,0.22857134666275436,19.0,1.0,19.99999999999997
409,12.299463941062795,12.289372228825801,0.04450786970367303,0.08415787545675342,0.2285890707426458,19.0,1.0,19.99999999999997
410,12.291227220104732,12.281131788868732,0.04418981099250652,0.08395196421284519,0.228606886885211,19.0,1.0,19.99999999999997
411,12.282989859760693,12.272890646927761,0.04387514757401391,0.08374933736114654,0.22862479087635534,19.0,1.0,19.99999999999997
412,12.274751868034443,12.264648811957166,0.04356385063234218,0.0835499453311891,0.2286427785819261,19.0,1.0,19.99999999999997
413,12.266513252843541,12.256406292805309,0.04325589161890855,0.0833537392013984,0.2286608459467705,19.0,1.0,19.99999999999997
414,12.25827402202013,12.248163098215903,0.042951242199529935,0.08316067069289336,0.2286789889937608,19.0,1.0,19.99999999999997
415,12.25003418331174,12.239919236829266,0.0426498741998394,0.08297069216332309,0.22869720382279005,19.0,1.0,19.99999999999997
416,12.241793744382088,12.231674717183548,0.04235175955045144,0.08278375660076019,0.2287154866097436,19.0,1.0,19.99999999999997
417,12.233552712811855,12.223429547715968,0.042056870233199026,0.08259981761762465,0.22873383360544758,19.0,1.0,19.99999999999997
418,12.225311096099482,12.215183736764006,0.041765178229704415,0.08241882944465076,0.2287522411345993,19.0,1.0,19.99999999999997
419,12.217068901661953,12.206937292566616,0.04147665547351399,0.08224074692489304,0.22877070559467952,19.0,1.0,19.99999999999997
420,12.208826136835578,12.198690223265379,0.04119127380700161,0.08206552550776339,0.22878922345484998,19.0,1.0,19.99999999999997
421,12.200582808876757,12.1904425369057,0.040909004944195956,0.08189312124310068,0.22880779125483808,19.0,1.0,19.99999999999997
422,12.192338924962764,12.182194241437923,0.040629820440612585,0.08172349077527635,0.22882640560380943,19.0,1.0,19.99999999999997
423,12.184094492192507,12.173945344718502,0.04035369167105475,0.08155659133732414,0.22884506317923103,19.0,1.0,19.99999999999997
424,12.175849517587299,12.165695854511107,0.04008058981619151,0.081392380745106,0.22886376072572656,19.0,1.0,19.99999999999997
425,12.167604008091605,12.157445778487736,0.03981048585852791,0.08123081739149517,0.22888249505392463,19.0,1.0,19.99999999999997
426,12.159357970573813,12.149195124229822,0.03954335058815199,0.08107186024059414,0.2289012630393018,19.0,1.0,19.99999999999997
427,12.151111411826971,12.140943899229299,0.03927915461838564,0.08091546882197576,0.2289200616210229,19.0,1.0,19.99999999999997
428,12.142864338569536,12.13269211088969,0.03901786841119424,0.08076160322494831,0.22893888780077784,19.0,1.0,19.99999999999997
429,12.134616757446125,12.124439766527173,0.03875946231193518,0.08061022409284235,0.22895773864161853,19.0,1.0,19.99999999999997
430,12.126368675028226,12.116186873371593,0.038503906593413975,0.0804612926173268,0.22897661126680452,19.0,1.0,19.99999999999997
431,12.118120097814963,12.107933438567537,0.038251171506439,0.08031477053274269,0.2289955028586439,19.0,1.0,19.99999999999997
432,12.109871032233787,12.09967946917532,0.03800122733682858,0.08017062011046161,0.22901441065732872,19.0,1.0,19.99999999999997
433,12.101621484641234,12.091424972172025,0.037754044468249766,0.0800288041532659,0.2290333319597778,19.0,1.0,19.99999999999997
434,12.093371461323615,12.083169954452481,0.03750959344861454,0.0798892859897514,0.2290522641184841,19.0,1.0,19.99999999999997
435,12.085120968497739,12.074914422830249,0.03726784505843714,0.07975202946875137,0.22907120454037008,19.0,1.0,19.99999999999997
436,12.076870012311625,12.066658384038604,0.03702877037949145,0.0796169989537838,0.2290901506856499,19.0,1.0,19.99999999999997
437,12.068618598845193,12.05840184473149,0.036792340862083286,0.07948415931751884,0.22910910006670018,19.0,1.0,19.99999999999997
438,12.060366734110971,12.05014481148448,0.03655852838926964,0.07935347593626793,0.2291280502469396,19.0,1.0,19.99999999999997
439,12.052114424054784,12.0418872907957,0.036327305336401425,0.07922491468449698,0.2291469988397187,19.0,1.0,19.99999999999997
440,12.043861674556439,12.033629289086777,0.03609864462443173,0.07909844192935937,0.22916594350721953,19.0,1.0,19.99999999999997
441,12.03560849143041,12.025370812703736,0.03587251976551692,0.07897402452525286,0.2291848819593675,19.0,1.0,19.99999999999997
442,12.02735488042651,12.017111867917922,0.03564890489952013,0.07885162980839952,0.22920381195275508,19.0,1.0,19.99999999999997
443,12.019100847230565,12.008852460926883,0.03542777482012619,0.07873122559144549,0.22922273128957762,19.0,1.0,19.99999999999997
444,12.010846397465091,12.000592597855269,0.03520910498936548,0.07861278015809049,0.2292416378165834,19.0,1.0,19.99999999999997
445,12.00259153668993,11.992332284755687,0.0349928715394468,0.07849626225773364,0.2292605294240372,19.0,1.0,19.99999999999997
446,11.994336270402936,11.984071527609585,0.034779051260905726,0.07838164110014947,0.22927940404469851,19.0,1.0,19.99999999999997
447,11.986080604040602,11.975810332328093,0.03456762157620045,0.07826888635018223,0.22929825965281495,19.0,1.0,19.99999999999997
448,11.977824542978716,11.967548704752867,0.03435856049804153,0.07815796812247368,0.22931709426313093,19.0,1.0,19.99999999999997
449,11.969568092533004,11.959286650656928,0.03415184657193898,0.07804885697620692,0.2293359059299129,19.0,1.0,19.99999999999997
450,11.96131125795976,11.951024175745482,0.03394745880270104,0.07794152390988347,0.2293546927459903,19.0,1.0,19.99999999999997
451,11.953054044456481,11.942761285656736,0.03374537656493918,0.07783594035612343,0.22937345284181404,19.0,1.0,19.99999999999997
